,molecule_name,potential_energy
5726,dsgdb9nsd_005906,-342.9531909
5727,dsgdb9nsd_005907,-342.8890797
5728,dsgdb9nsd_005908,-342.8897273
5729,dsgdb9nsd_005909,-358.984359
5730,dsgdb9nsd_005910,-346.6593781
5731,dsgdb9nsd_005911,-362.7553023
5732,dsgdb9nsd_005912,-362.7569925
5733,dsgdb9nsd_005913,-378.8506315
5734,dsgdb9nsd_005914,-347.9394327
5735,dsgdb9nsd_005915,-364.0377199
5736,dsgdb9nsd_005916,-383.8426698
5737,dsgdb9nsd_005917,-399.9394248
5738,dsgdb9nsd_005918,-347.9332442
5739,dsgdb9nsd_005919,-364.0306963
5740,dsgdb9nsd_005920,-363.9973143
5741,dsgdb9nsd_005921,-380.0927542
5742,dsgdb9nsd_005922,-363.9623331
5743,dsgdb9nsd_005923,-380.0570164
5744,dsgdb9nsd_005924,-383.8532372
5745,dsgdb9nsd_005925,-399.9469389
5746,dsgdb9nsd_005926,-383.8367161
5747,dsgdb9nsd_005927,-399.9314372
5748,dsgdb9nsd_005928,-385.1132973
5749,dsgdb9nsd_005929,-401.1752364
5750,dsgdb9nsd_005930,-401.1457393
5751,dsgdb9nsd_005931,-421.0358781
5752,dsgdb9nsd_005932,-421.0162254
5753,dsgdb9nsd_005933,-349.1586642
5754,dsgdb9nsd_005934,-385.065452
5755,dsgdb9nsd_005935,-313.2582741
5756,dsgdb9nsd_005936,-349.1627853
5757,dsgdb9nsd_005937,-349.1465924
5758,dsgdb9nsd_005938,-349.1474511
5759,dsgdb9nsd_005939,-365.246356
5760,dsgdb9nsd_005940,-385.0585294
5761,dsgdb9nsd_005941,-401.1524001
5762,dsgdb9nsd_005942,-313.2481346
5763,dsgdb9nsd_005943,-329.3473355
5764,dsgdb9nsd_005944,-349.1529208
5765,dsgdb9nsd_005945,-365.2515805
5766,dsgdb9nsd_005946,-349.1404215
5767,dsgdb9nsd_005947,-365.2398033
5768,dsgdb9nsd_005948,-386.3229383
5769,dsgdb9nsd_005949,-402.3870465
5770,dsgdb9nsd_005950,-402.3588838
5771,dsgdb9nsd_005951,-422.2498293
5772,dsgdb9nsd_005952,-422.2326272
5773,dsgdb9nsd_005953,-350.4228588
5774,dsgdb9nsd_005954,-366.4896196
5775,dsgdb9nsd_005955,-386.3514684
5776,dsgdb9nsd_005956,-386.3306753
5777,dsgdb9nsd_005957,-386.3188281
5778,dsgdb9nsd_005958,-349.1428922
5779,dsgdb9nsd_005959,-365.2417683
5780,dsgdb9nsd_005960,-381.277284
5781,dsgdb9nsd_005961,-385.0468778
5782,dsgdb9nsd_005962,-401.1434801
5783,dsgdb9nsd_005963,-313.2472366
5784,dsgdb9nsd_005964,-329.3466363
5785,dsgdb9nsd_005965,-345.3816831
5786,dsgdb9nsd_005966,-349.150917
5787,dsgdb9nsd_005967,-365.2480815
5788,dsgdb9nsd_005968,-345.3713077
5789,dsgdb9nsd_005969,-349.1399969
5790,dsgdb9nsd_005970,-365.2374759
5791,dsgdb9nsd_005971,-349.1398942
5792,dsgdb9nsd_005972,-365.238423
5793,dsgdb9nsd_005973,-381.2712046
5794,dsgdb9nsd_005974,-385.0417895
5795,dsgdb9nsd_005975,-401.1381092
5796,dsgdb9nsd_005976,-386.3229243
5797,dsgdb9nsd_005977,-422.2338163
5798,dsgdb9nsd_005978,-350.427038
5799,dsgdb9nsd_005979,-386.3302747
5800,dsgdb9nsd_005980,-386.3237524
5801,dsgdb9nsd_005981,-386.3193817
5802,dsgdb9nsd_005982,-422.2236177
5803,dsgdb9nsd_005983,-387.5321107
5804,dsgdb9nsd_005984,-423.4427698
5805,dsgdb9nsd_005985,-351.6313649
5806,dsgdb9nsd_005986,-351.6282854
5807,dsgdb9nsd_005987,-387.5401259
5808,dsgdb9nsd_005988,-387.5374228
5809,dsgdb9nsd_005989,-315.735054
5810,dsgdb9nsd_005990,-351.6356541
5811,dsgdb9nsd_005991,-351.6310226
5812,dsgdb9nsd_005992,-351.6435145
5813,dsgdb9nsd_005993,-387.5452923
5814,dsgdb9nsd_005994,-351.6361908
5815,dsgdb9nsd_005995,-387.5348164
5816,dsgdb9nsd_005996,-387.5281967
5817,dsgdb9nsd_005997,-387.5270639
5818,dsgdb9nsd_005998,-387.5220171
5819,dsgdb9nsd_005999,-423.4357095
5820,dsgdb9nsd_006000,-347.9422662
5821,dsgdb9nsd_006001,-364.0399746
5822,dsgdb9nsd_006002,-383.8479908
5823,dsgdb9nsd_006003,-399.9406693
5824,dsgdb9nsd_006004,-364.0121903
5825,dsgdb9nsd_006005,-380.1097028
5826,dsgdb9nsd_006007,-396.1411574
5827,dsgdb9nsd_006008,-399.9122317
5828,dsgdb9nsd_006010,-416.0061248
5829,dsgdb9nsd_006011,-385.1265578
5830,dsgdb9nsd_006012,-421.0363009
5831,dsgdb9nsd_006013,-401.1887615
5832,dsgdb9nsd_006014,-437.090051
5833,dsgdb9nsd_006015,-313.2458597
5834,dsgdb9nsd_006016,-329.3455776
5835,dsgdb9nsd_006017,-345.3775376
5836,dsgdb9nsd_006018,-349.1507785
5837,dsgdb9nsd_006019,-365.2482
5838,dsgdb9nsd_006020,-361.4091385
5839,dsgdb9nsd_006021,-349.1513307
5840,dsgdb9nsd_006022,-365.2502456
5841,dsgdb9nsd_006023,-381.2884334
5842,dsgdb9nsd_006024,-385.0515309
5843,dsgdb9nsd_006025,-401.1521188
5844,dsgdb9nsd_006026,-345.3602976
5845,dsgdb9nsd_006027,-350.4249613
5846,dsgdb9nsd_006028,-386.3299256
5847,dsgdb9nsd_006029,-386.3299926
5848,dsgdb9nsd_006030,-422.2366661
5849,dsgdb9nsd_006031,-386.3357132
5850,dsgdb9nsd_006032,-422.2445418
5851,dsgdb9nsd_006033,-402.332102
5852,dsgdb9nsd_006034,-402.3976533
5853,dsgdb9nsd_006038,-438.3107092
5854,dsgdb9nsd_006039,-350.4345201
5855,dsgdb9nsd_006040,-366.4971485
5856,dsgdb9nsd_006042,-386.3425873
5857,dsgdb9nsd_006043,-402.4083536
5858,dsgdb9nsd_006045,-386.3304333
5859,dsgdb9nsd_006046,-402.3961785
5860,dsgdb9nsd_006047,-351.6314919
5861,dsgdb9nsd_006048,-387.5427057
5862,dsgdb9nsd_006049,-387.5362956
5863,dsgdb9nsd_006050,-423.4502979
5864,dsgdb9nsd_006051,-315.7306567
5865,dsgdb9nsd_006052,-351.637354
5866,dsgdb9nsd_006053,-351.6411203
5867,dsgdb9nsd_006054,-387.5494622
5868,dsgdb9nsd_006055,-351.6284469
5869,dsgdb9nsd_006056,-387.533492
5870,dsgdb9nsd_006057,-382.6499927
5871,dsgdb9nsd_006058,-398.7100175
5872,dsgdb9nsd_006059,-414.7139359
5873,dsgdb9nsd_006060,-414.7705085
5874,dsgdb9nsd_006064,-401.1627124
5875,dsgdb9nsd_006065,-385.1413315
5876,dsgdb9nsd_006066,-401.2026063
5877,dsgdb9nsd_006067,-401.2006398
5878,dsgdb9nsd_006068,-417.252351
5879,dsgdb9nsd_006069,-421.0621404
5880,dsgdb9nsd_006070,-437.1165482
5881,dsgdb9nsd_006071,-417.2618565
5882,dsgdb9nsd_006072,-437.1221496
5883,dsgdb9nsd_006075,-453.0915111
5884,dsgdb9nsd_006076,-417.2638198
5885,dsgdb9nsd_006077,-433.3134421
5886,dsgdb9nsd_006078,-453.1766242
5887,dsgdb9nsd_006079,-347.9580116
5888,dsgdb9nsd_006080,-364.017703
5889,dsgdb9nsd_006082,-383.8556195
5890,dsgdb9nsd_006083,-399.9154306
5891,dsgdb9nsd_006084,-313.2611128
5892,dsgdb9nsd_006085,-349.1601034
5893,dsgdb9nsd_006086,-385.0585328
5894,dsgdb9nsd_006087,-350.439627
5895,dsgdb9nsd_006088,-366.5005411
5896,dsgdb9nsd_006089,-366.4994622
5897,dsgdb9nsd_006090,-382.5505435
5898,dsgdb9nsd_006091,-386.3673263
5899,dsgdb9nsd_006092,-402.4210713
5900,dsgdb9nsd_006094,-386.3339143
5901,dsgdb9nsd_006095,-402.3991372
5902,dsgdb9nsd_006097,-386.3438338
5903,dsgdb9nsd_006098,-402.4049348
5904,dsgdb9nsd_006099,-402.4040867
5905,dsgdb9nsd_006100,-418.4551373
5906,dsgdb9nsd_006101,-422.2713793
5907,dsgdb9nsd_006102,-438.3210613
5908,dsgdb9nsd_006104,-315.7387769
5909,dsgdb9nsd_006105,-351.6421783
5910,dsgdb9nsd_006106,-351.6385119
5911,dsgdb9nsd_006107,-387.5391558
5912,dsgdb9nsd_006108,-387.546097
5913,dsgdb9nsd_006109,-385.1032462
5914,dsgdb9nsd_006110,-401.1651468
5915,dsgdb9nsd_006111,-381.280954
5916,dsgdb9nsd_006112,-401.1469035
5917,dsgdb9nsd_006113,-401.1726412
5918,dsgdb9nsd_006114,-421.0370016
5919,dsgdb9nsd_006115,-421.0054621
5920,dsgdb9nsd_006116,-365.2479046
5921,dsgdb9nsd_006117,-349.2028932
5922,dsgdb9nsd_006118,-385.1065311
5923,dsgdb9nsd_006119,-365.2663019
5924,dsgdb9nsd_006120,-385.1404358
5925,dsgdb9nsd_006121,-365.2653167
5926,dsgdb9nsd_006122,-385.1019699
5927,dsgdb9nsd_006123,-421.0018726
5928,dsgdb9nsd_006124,-349.2044953
5929,dsgdb9nsd_006125,-385.1062651
5930,dsgdb9nsd_006126,-365.2357597
5931,dsgdb9nsd_006127,-385.1075182
5932,dsgdb9nsd_006128,-365.2624507
5933,dsgdb9nsd_006129,-401.1630508
5934,dsgdb9nsd_006130,-386.3080349
5935,dsgdb9nsd_006131,-422.2134449
5936,dsgdb9nsd_006132,-350.4030256
5937,dsgdb9nsd_006133,-386.3088266
5938,dsgdb9nsd_006134,-314.4991276
5939,dsgdb9nsd_006135,-350.4038887
5940,dsgdb9nsd_006136,-350.4061898
5941,dsgdb9nsd_006137,-386.3131226
5942,dsgdb9nsd_006138,-350.4087298
5943,dsgdb9nsd_006139,-386.3112266
5944,dsgdb9nsd_006140,-312.01218
5945,dsgdb9nsd_006141,-328.1109955
5946,dsgdb9nsd_006142,-344.1398956
5947,dsgdb9nsd_006143,-347.9143376
5948,dsgdb9nsd_006144,-364.0102607
5949,dsgdb9nsd_006145,-347.9166601
5950,dsgdb9nsd_006146,-364.0150758
5951,dsgdb9nsd_006147,-349.1902656
5952,dsgdb9nsd_006148,-385.0934384
5953,dsgdb9nsd_006149,-365.2473387
5954,dsgdb9nsd_006150,-385.095431
5955,dsgdb9nsd_006151,-401.1496986
5956,dsgdb9nsd_006152,-365.2402115
5957,dsgdb9nsd_006153,-350.3987423
5958,dsgdb9nsd_006154,-386.3099997
5959,dsgdb9nsd_006155,-386.3020204
5960,dsgdb9nsd_006156,-314.5018159
5961,dsgdb9nsd_006157,-350.4106455
5962,dsgdb9nsd_006158,-350.4068779
5963,dsgdb9nsd_006159,-350.3940296
5964,dsgdb9nsd_006160,-386.2984071
5965,dsgdb9nsd_006161,-349.2041606
5966,dsgdb9nsd_006162,-385.1047354
5967,dsgdb9nsd_006163,-365.2302559
5968,dsgdb9nsd_006164,-385.1015499
5969,dsgdb9nsd_006165,-365.2434822
5970,dsgdb9nsd_006166,-365.2645923
5971,dsgdb9nsd_006167,-381.2992098
5972,dsgdb9nsd_006168,-381.2905371
5973,dsgdb9nsd_006169,-401.1679876
5974,dsgdb9nsd_006170,-401.088347
5975,dsgdb9nsd_006171,-401.1661571
5976,dsgdb9nsd_006172,-314.4982982
5977,dsgdb9nsd_006173,-350.3994894
5978,dsgdb9nsd_006174,-350.4057394
5979,dsgdb9nsd_006175,-350.4002124
5980,dsgdb9nsd_006176,-386.3014301
5981,dsgdb9nsd_006177,-366.4334821
5982,dsgdb9nsd_006178,-386.3055759
5983,dsgdb9nsd_006179,-348.0044284
5984,dsgdb9nsd_006180,-364.0629397
5985,dsgdb9nsd_006181,-364.038998
5986,dsgdb9nsd_006182,-383.9325574
5987,dsgdb9nsd_006183,-383.9058543
5988,dsgdb9nsd_006184,-385.1273149
5989,dsgdb9nsd_006185,-365.2706327
5990,dsgdb9nsd_006186,-349.2289109
5991,dsgdb9nsd_006187,-365.2932213
5992,dsgdb9nsd_006188,-385.1611295
5993,dsgdb9nsd_006189,-365.2894798
5994,dsgdb9nsd_006190,-381.3403879
5995,dsgdb9nsd_006191,-401.2098422
5996,dsgdb9nsd_006192,-365.2633424
5997,dsgdb9nsd_006193,-401.1770812
5998,dsgdb9nsd_006194,-385.1536273
5999,dsgdb9nsd_006195,-401.2059066
6000,dsgdb9nsd_006196,-421.0736544
6001,dsgdb9nsd_006197,-401.1716651
6002,dsgdb9nsd_006198,-421.0612393
6003,dsgdb9nsd_006199,-385.1327414
6004,dsgdb9nsd_006200,-401.192374
6005,dsgdb9nsd_006201,-401.1654369
6006,dsgdb9nsd_006202,-421.0556397
6007,dsgdb9nsd_006203,-381.3126192
6008,dsgdb9nsd_006204,-313.3024135
6009,dsgdb9nsd_006205,-349.203086
6010,dsgdb9nsd_006206,-349.2068203
6011,dsgdb9nsd_006207,-365.2672073
6012,dsgdb9nsd_006208,-313.3025217
6013,dsgdb9nsd_006209,-349.2066661
6014,dsgdb9nsd_006210,-365.2710883
6015,dsgdb9nsd_006211,-349.197718
6016,dsgdb9nsd_006212,-385.100766
6017,dsgdb9nsd_006213,-313.2965202
6018,dsgdb9nsd_006214,-349.200359
6019,dsgdb9nsd_006215,-349.2016332
6020,dsgdb9nsd_006216,-386.3308243
6021,dsgdb9nsd_006217,-350.4279848
6022,dsgdb9nsd_006218,-386.3326847
6023,dsgdb9nsd_006219,-350.4274008
6024,dsgdb9nsd_006220,-386.3313717
6025,dsgdb9nsd_006221,-314.5270776
6026,dsgdb9nsd_006222,-350.4350232
6027,dsgdb9nsd_006223,-350.4332168
6028,dsgdb9nsd_006224,-350.4305074
6029,dsgdb9nsd_006225,-386.3395766
6030,dsgdb9nsd_006226,-386.3371833
6031,dsgdb9nsd_006227,-350.3968062
6032,dsgdb9nsd_006228,-386.2999357
6033,dsgdb9nsd_006229,-422.1961626
6034,dsgdb9nsd_006230,-314.4953532
6035,dsgdb9nsd_006231,-350.3998637
6036,dsgdb9nsd_006232,-386.3046097
6037,dsgdb9nsd_006233,-330.5204934
6038,dsgdb9nsd_006234,-314.498667
6039,dsgdb9nsd_006235,-350.4058799
6040,dsgdb9nsd_006236,-350.4021427
6041,dsgdb9nsd_006237,-386.3078067
6042,dsgdb9nsd_006238,-386.3055918
6043,dsgdb9nsd_006239,-378.8313115
6044,dsgdb9nsd_006240,-398.6847549
6045,dsgdb9nsd_006241,-414.771885
6046,dsgdb9nsd_006242,-382.6395557
6047,dsgdb9nsd_006243,-378.8236828
6048,dsgdb9nsd_006244,-398.7096194
6049,dsgdb9nsd_006246,-398.7057591
6050,dsgdb9nsd_006247,-394.8946808
6051,dsgdb9nsd_006248,-414.762625
6052,dsgdb9nsd_006249,-416.0121104
6053,dsgdb9nsd_006250,-435.8578935
6054,dsgdb9nsd_006251,-416.0098459
6055,dsgdb9nsd_006252,-435.8917127
6056,dsgdb9nsd_006254,-432.0634902
6057,dsgdb9nsd_006255,-451.9601003
6058,dsgdb9nsd_006256,-360.2036722
6059,dsgdb9nsd_006257,-381.2977931
6060,dsgdb9nsd_006258,-347.9445781
6061,dsgdb9nsd_006259,-364.0345108
6062,dsgdb9nsd_006260,-360.2091954
6063,dsgdb9nsd_006261,-364.0051518
6064,dsgdb9nsd_006262,-383.870678
6065,dsgdb9nsd_006263,-399.9599548
6066,dsgdb9nsd_006264,-383.8507834
6067,dsgdb9nsd_006265,-399.9347707
6068,dsgdb9nsd_006266,-363.9585268
6069,dsgdb9nsd_006267,-380.0490376
6070,dsgdb9nsd_006268,-385.1203842
6071,dsgdb9nsd_006269,-381.2935914
6072,dsgdb9nsd_006270,-401.1870403
6073,dsgdb9nsd_006271,-421.0456855
6074,dsgdb9nsd_006272,-421.0211072
6075,dsgdb9nsd_006273,-401.134045
6076,dsgdb9nsd_006274,-313.247966
6077,dsgdb9nsd_006275,-329.3487373
6078,dsgdb9nsd_006276,-345.3801423
6079,dsgdb9nsd_006277,-349.1481446
6080,dsgdb9nsd_006278,-365.2445971
6081,dsgdb9nsd_006279,-345.372679
6082,dsgdb9nsd_006280,-349.1448849
6083,dsgdb9nsd_006281,-365.2423781
6084,dsgdb9nsd_006282,-345.3661901
6085,dsgdb9nsd_006283,-349.1534165
6086,dsgdb9nsd_006284,-365.2521388
6087,dsgdb9nsd_006285,-381.2878664
6088,dsgdb9nsd_006286,-385.0533299
6089,dsgdb9nsd_006287,-401.1510156
6090,dsgdb9nsd_006288,-361.3966728
6091,dsgdb9nsd_006289,-381.264915
6092,dsgdb9nsd_006290,-350.4259672
6093,dsgdb9nsd_006291,-386.3333648
6094,dsgdb9nsd_006292,-366.4857191
6095,dsgdb9nsd_006293,-386.3250774
6096,dsgdb9nsd_006294,-386.330043
6097,dsgdb9nsd_006295,-422.2367032
6098,dsgdb9nsd_006296,-402.3867484
6099,dsgdb9nsd_006297,-383.8461469
6100,dsgdb9nsd_006298,-399.941802
6101,dsgdb9nsd_006299,-347.9497681
6102,dsgdb9nsd_006300,-364.0483921
6103,dsgdb9nsd_006301,-364.0111261
6104,dsgdb9nsd_006302,-380.1100295
6105,dsgdb9nsd_006303,-364.0071992
6106,dsgdb9nsd_006304,-380.1035439
6107,dsgdb9nsd_006305,-380.0584518
6108,dsgdb9nsd_006306,-396.1553057
6109,dsgdb9nsd_006307,-383.8735165
6110,dsgdb9nsd_006308,-399.9685432
6111,dsgdb9nsd_006309,-399.9279021
6112,dsgdb9nsd_006310,-416.0234328
6113,dsgdb9nsd_006311,-399.9112808
6114,dsgdb9nsd_006312,-416.0036053
6115,dsgdb9nsd_006313,-396.1424874
6116,dsgdb9nsd_006315,-421.0329367
6117,dsgdb9nsd_006316,-385.1302445
6118,dsgdb9nsd_006317,-401.191738
6119,dsgdb9nsd_006318,-401.18779
6120,dsgdb9nsd_006319,-417.2394993
6121,dsgdb9nsd_006320,-421.0541527
6122,dsgdb9nsd_006321,-437.1087522
6123,dsgdb9nsd_006322,-401.1816007
6124,dsgdb9nsd_006323,-417.2424702
6125,dsgdb9nsd_006325,-437.0968286
6126,dsgdb9nsd_006326,-381.3197038
6127,dsgdb9nsd_006327,-397.3719739
6128,dsgdb9nsd_006328,-401.1797466
6129,dsgdb9nsd_006329,-417.2379428
6130,dsgdb9nsd_006331,-397.3753302
6131,dsgdb9nsd_006332,-366.4687829
6132,dsgdb9nsd_006333,-417.2271487
6133,dsgdb9nsd_006334,-421.0300826
6134,dsgdb9nsd_006335,-417.2277831
6135,dsgdb9nsd_006336,-417.2398437
6136,dsgdb9nsd_006337,-437.0959714
6137,dsgdb9nsd_006338,-381.3276584
6138,dsgdb9nsd_006339,-397.3799484
6139,dsgdb9nsd_006340,-385.1377016
6140,dsgdb9nsd_006341,-401.2026402
6141,dsgdb9nsd_006342,-381.3298435
6142,dsgdb9nsd_006343,-401.2080951
6143,dsgdb9nsd_006345,-417.2610143
6144,dsgdb9nsd_006347,-401.1992355
6145,dsgdb9nsd_006348,-417.2625107
6146,dsgdb9nsd_006349,-397.3844523
6147,dsgdb9nsd_006350,-417.2741101
6148,dsgdb9nsd_006351,-433.3072795
6149,dsgdb9nsd_006352,-417.2371371
6150,dsgdb9nsd_006353,-433.2783774
6151,dsgdb9nsd_006354,-421.0588349
6152,dsgdb9nsd_006355,-437.1250334
6153,dsgdb9nsd_006356,-417.2336407
6154,dsgdb9nsd_006357,-437.1243543
6155,dsgdb9nsd_006359,-453.1770556
6156,dsgdb9nsd_006361,-437.0950768
6157,dsgdb9nsd_006362,-433.2803478
6158,dsgdb9nsd_006363,-453.1606463
6159,dsgdb9nsd_006364,-433.292856
6160,dsgdb9nsd_006365,-386.3419287
6161,dsgdb9nsd_006366,-402.4029608
6162,dsgdb9nsd_006367,-402.4032137
6163,dsgdb9nsd_006368,-422.2703876
6164,dsgdb9nsd_006369,-422.2434411
6165,dsgdb9nsd_006370,-350.441511
6166,dsgdb9nsd_006371,-386.3488219
6167,dsgdb9nsd_006372,-366.5019865
6168,dsgdb9nsd_006373,-386.3718039
6169,dsgdb9nsd_006374,-402.3571128
6170,dsgdb9nsd_006375,-366.4975756
6171,dsgdb9nsd_006376,-402.4028482
6172,dsgdb9nsd_006377,-382.5464329
6173,dsgdb9nsd_006378,-402.4201879
6174,dsgdb9nsd_006379,-386.3628671
6175,dsgdb9nsd_006380,-422.2700779
6176,dsgdb9nsd_006381,-402.3767577
6177,dsgdb9nsd_006382,-402.4159497
6178,dsgdb9nsd_006383,-366.4659855
6179,dsgdb9nsd_006384,-422.2409766
6180,dsgdb9nsd_006386,-386.337243
6181,dsgdb9nsd_006387,-402.3983559
6182,dsgdb9nsd_006388,-402.4009026
6183,dsgdb9nsd_006389,-418.4521985
6184,dsgdb9nsd_006390,-422.2695956
6185,dsgdb9nsd_006391,-438.3235736
6186,dsgdb9nsd_006392,-350.439216
6187,dsgdb9nsd_006393,-366.5004554
6188,dsgdb9nsd_006394,-366.5011282
6189,dsgdb9nsd_006395,-382.5525974
6190,dsgdb9nsd_006396,-386.3710754
6191,dsgdb9nsd_006397,-402.4252331
6192,dsgdb9nsd_006399,-386.341669
6193,dsgdb9nsd_006400,-402.4073811
6194,dsgdb9nsd_006403,-386.3321023
6195,dsgdb9nsd_006404,-402.3962513
6196,dsgdb9nsd_006405,-438.3034856
6197,dsgdb9nsd_006409,-351.6361204
6198,dsgdb9nsd_006410,-387.5434521
6199,dsgdb9nsd_006411,-387.5407557
6200,dsgdb9nsd_006412,-387.5402917
6201,dsgdb9nsd_006413,-423.4516858
6202,dsgdb9nsd_006414,-315.737277
6203,dsgdb9nsd_006415,-351.6409746
6204,dsgdb9nsd_006416,-351.6403556
6205,dsgdb9nsd_006417,-351.6427731
6206,dsgdb9nsd_006418,-387.5457105
6207,dsgdb9nsd_006419,-351.6320174
6208,dsgdb9nsd_006420,-387.5398706
6209,dsgdb9nsd_006421,-362.7492069
6210,dsgdb9nsd_006422,-378.8426149
6211,dsgdb9nsd_006423,-346.7098237
6212,dsgdb9nsd_006424,-362.8068462
6213,dsgdb9nsd_006425,-362.770596
6214,dsgdb9nsd_006426,-382.6415584
6215,dsgdb9nsd_006427,-398.7340172
6216,dsgdb9nsd_006428,-382.6094066
6217,dsgdb9nsd_006429,-398.7038645
6218,dsgdb9nsd_006430,-399.928735
6219,dsgdb9nsd_006431,-383.8898909
6220,dsgdb9nsd_006432,-399.9512001
6221,dsgdb9nsd_006433,-419.8197357
6222,dsgdb9nsd_006434,-419.7949142
6223,dsgdb9nsd_006435,-347.9116626
6224,dsgdb9nsd_006436,-364.010577
6225,dsgdb9nsd_006437,-312.0116902
6226,dsgdb9nsd_006438,-328.1108255
6227,dsgdb9nsd_006439,-344.1384796
6228,dsgdb9nsd_006440,-347.9147361
6229,dsgdb9nsd_006441,-364.0114097
6230,dsgdb9nsd_006442,-344.1442289
6231,dsgdb9nsd_006443,-347.9136139
6232,dsgdb9nsd_006444,-364.0101782
6233,dsgdb9nsd_006445,-344.1321521
6234,dsgdb9nsd_006446,-360.1626718
6235,dsgdb9nsd_006447,-363.9319592
6236,dsgdb9nsd_006448,-380.0276429
6237,dsgdb9nsd_006449,-380.0474284
6238,dsgdb9nsd_006450,-383.8147361
6239,dsgdb9nsd_006451,-399.9100453
6240,dsgdb9nsd_006452,-385.0918334
6241,dsgdb9nsd_006453,-349.1911629
6242,dsgdb9nsd_006454,-385.095255
6243,dsgdb9nsd_006455,-385.0997575
6244,dsgdb9nsd_006456,-401.1170167
6245,dsgdb9nsd_006457,-420.9998781
6246,dsgdb9nsd_006458,-401.1458089
6247,dsgdb9nsd_006459,-385.0992279
6248,dsgdb9nsd_006460,-401.163297
6249,dsgdb9nsd_006461,-421.0385092
6250,dsgdb9nsd_006462,-365.2457779
6251,dsgdb9nsd_006463,-349.1999092
6252,dsgdb9nsd_006464,-365.2642143
6253,dsgdb9nsd_006465,-385.1386285
6254,dsgdb9nsd_006466,-385.1038919
6255,dsgdb9nsd_006467,-385.0929295
6256,dsgdb9nsd_006468,-421.0052203
6257,dsgdb9nsd_006469,-386.3006332
6258,dsgdb9nsd_006470,-350.3991997
6259,dsgdb9nsd_006471,-386.3108344
6260,dsgdb9nsd_006472,-386.3060989
6261,dsgdb9nsd_006473,-314.5002667
6262,dsgdb9nsd_006474,-350.4092386
6263,dsgdb9nsd_006475,-350.4014358
6264,dsgdb9nsd_006476,-350.4054856
6265,dsgdb9nsd_006477,-386.306362
6266,dsgdb9nsd_006478,-402.3289819
6267,dsgdb9nsd_006479,-350.3952734
6268,dsgdb9nsd_006480,-386.2963697
6269,dsgdb9nsd_006481,-366.4139611
6270,dsgdb9nsd_006482,-422.2080058
6271,dsgdb9nsd_006483,-365.2285412
6272,dsgdb9nsd_006484,-349.1941142
6273,dsgdb9nsd_006485,-365.2244433
6274,dsgdb9nsd_006486,-385.0979276
6275,dsgdb9nsd_006487,-385.1021867
6276,dsgdb9nsd_006488,-365.2548556
6277,dsgdb9nsd_006489,-385.1217002
6278,dsgdb9nsd_006490,-365.2568554
6279,dsgdb9nsd_006491,-381.2929224
6280,dsgdb9nsd_006492,-401.162726
6281,dsgdb9nsd_006494,-381.3056917
6282,dsgdb9nsd_006495,-401.1761072
6283,dsgdb9nsd_006496,-401.1586097
6284,dsgdb9nsd_006498,-314.4921933
6285,dsgdb9nsd_006499,-350.3981417
6286,dsgdb9nsd_006500,-350.3968642
6287,dsgdb9nsd_006501,-350.3932453
6288,dsgdb9nsd_006502,-350.3979249
6289,dsgdb9nsd_006503,-386.3009294
6290,dsgdb9nsd_006504,-386.3023737
6291,dsgdb9nsd_006505,-312.010268
6292,dsgdb9nsd_006506,-328.1095113
6293,dsgdb9nsd_006507,-344.1383974
6294,dsgdb9nsd_006508,-347.9104554
6295,dsgdb9nsd_006509,-364.0073464
6296,dsgdb9nsd_006510,-328.0445014
6297,dsgdb9nsd_006511,-344.1417705
6298,dsgdb9nsd_006512,-347.9154408
6299,dsgdb9nsd_006513,-364.0114067
6300,dsgdb9nsd_006514,-360.1701216
6301,dsgdb9nsd_006515,-380.0380867
6302,dsgdb9nsd_006516,-347.9091733
6303,dsgdb9nsd_006517,-364.0082179
6304,dsgdb9nsd_006518,-380.036509
6305,dsgdb9nsd_006519,-383.8089875
6306,dsgdb9nsd_006520,-399.9081078
6307,dsgdb9nsd_006521,-349.1911379
6308,dsgdb9nsd_006522,-385.0933802
6309,dsgdb9nsd_006523,-365.2265365
6310,dsgdb9nsd_006524,-385.0918934
6311,dsgdb9nsd_006525,-385.0938382
6312,dsgdb9nsd_006526,-420.9991481
6313,dsgdb9nsd_006527,-350.3928837
6314,dsgdb9nsd_006528,-386.3021981
6315,dsgdb9nsd_006529,-366.4270731
6316,dsgdb9nsd_006530,-386.3055026
6317,dsgdb9nsd_006531,-386.2992683
6318,dsgdb9nsd_006532,-422.2030215
6319,dsgdb9nsd_006533,-314.494493
6320,dsgdb9nsd_006534,-350.3990023
6321,dsgdb9nsd_006535,-350.405443
6322,dsgdb9nsd_006536,-350.4003334
6323,dsgdb9nsd_006537,-386.3047416
6324,dsgdb9nsd_006538,-350.3894529
6325,dsgdb9nsd_006539,-386.2925087
6326,dsgdb9nsd_006540,-314.4902744
6327,dsgdb9nsd_006541,-350.3955129
6328,dsgdb9nsd_006542,-350.3923895
6329,dsgdb9nsd_006543,-350.3966738
6330,dsgdb9nsd_006544,-366.4333487
6331,dsgdb9nsd_006545,-386.3074933
6332,dsgdb9nsd_006546,-386.3036558
6333,dsgdb9nsd_006547,-350.3912654
6334,dsgdb9nsd_006548,-386.2996915
6335,dsgdb9nsd_006549,-314.4889192
